basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
5311120_adran,2005,221436.93,0.094707521,435,0126_huddinge
4122230_apoteksskogen,2012,221433.49,0.143642072,1824,0114_upplands_vasby
5513010_tyreso_centrum,2007,221433.42,0.134020619,691,0138_tyreso
3610510_klasro,2002,221424.9,0.153191489,628,0163_sollentuna
3324430_jakobsbergs_centrum,2012,221406.5,0.208667737,3003,0123_jarfalla
4450260_asatra,2002,221369.32,0.109195402,846,0117_osteraker
4220000_markims_forsamling,2005,221361.77,0.216374269,227,0115_vallentuna
6131502_graddo,2008,221361.37,0.104,202,0188_norrtalje
5140650_tullinge_centrum,2001,221358.66,0.179381443,2040,0127_botkyrka
2110740_telefonplan,2001,221353.44,0.339864865,1922,0180_stockholm
5211220_eriksberg,2003,221350.26,0.090808416,1218,0136_haninge
4450330_flaxenvik,2000,221347.73,0.097972973,716,0117_osteraker
2210120_norra_abrahamsberg,2003,221337.13,0.297932331,1473,0180_stockholm
6141110_sodra_rimbo,2010,221317.06,0.103496503,1183,0188_norrtalje
2250200_hasselby_strand,2013,221312.75,0.200156169,6046,0180_stockholm
6310170_vardsholmen,2010,221310.08,0.20995671,749,0181_sodertalje
5432030_klinten,2002,221292.79,0.195777351,722,0182_nacka
6310422_stationsomradet_sodra,2005,221287.08,0.196280992,665,0181_sodertalje
3413710_centrala_gangsatra,2011,221271.37,0.208105148,1427,0186_lidingo
5110490_nordvastra_norsborg,2006,221271.07,0.107692308,664,0127_botkyrka
2160320_ullerudsbacken,2012,221266.62,0.201822323,3350,0180_stockholm
1430130_blekingetappan,2001,221262.52,0.294538362,1974,0180_stockholm
4070110_sodra_kungsangen,2001,221259.78,0.186681223,1437,0139_upplands_bro
5110430_brunna,2010,221248.76,0.119158879,587,0127_botkyrka
2110520_norra_hagerstensasen,2005,221244.97,0.288296041,1534,0180_stockholm
1140220_birkagarden,2003,221243.1,0.477162293,1340,0180_stockholm
6134510_lanna_fastland,2004,221240.44,0.119755245,1556,0188_norrtalje
3411310_vastra_naset,2000,221229.26,0.259097525,1066,0186_lidingo
6123220_sodra_estuna,2004,221226.44,0.086956522,178,0188_norrtalje
6162100_almsta,2008,221206.28,0.123505976,943,0188_norrtalje
5211132_sagen,2011,221187.49,0.097826087,817,0136_haninge
6240100_osmo,2005,221185.9,0.098901099,2505,0192_nynashamn
2110390_axelsberg_nord,2001,221166.37,0.233970754,1275,0180_stockholm
6151200_herrang,2012,221160.65,0.104046243,324,0188_norrtalje
2140350_dalen,2010,221157.63,0.255455712,3144,0180_stockholm
6123500_estuna_glesbygd,2007,221156.16,0.098181818,366,0188_norrtalje
3810100_lilla_alby,2002,221139.55,0.223238095,3588,0183_sundbyberg
5310810_fullersta_gard,2001,221139.29,0.216949153,1354,0126_huddinge
5110160_alby_gard,2004,221127.97,0.134511914,1796,0127_botkyrka
5110420_slagsta,2002,221125.03,0.113480579,1720,0127_botkyrka
1420230_sodra_namndhuset,2001,221117.06,0.315912637,1556,0180_stockholm
4210110_centrala_vallentuna,2008,221110.33,0.143475572,2747,0115_vallentuna
2130630_ormkarr,2003,221103.23,0.168661589,1561,0180_stockholm
6320621_ostra_rosenlund,2002,221099.76,0.211515864,2461,0181_sodertalje
5110490_nordvastra_norsborg,2004,221087.1,0.120171674,656,0127_botkyrka
5711010_soderby_garde,2007,221080.32,0.125786164,578,0128_salem
1430250_nytorget,2000,221071.4,0.324324324,3951,0180_stockholm
6210350_vastra_nynashamn_c,2007,221068.17,0.123652864,2714,0192_nynashamn
3250201_hilleshogs_fd_forsamling,2001,221049.1,0.16372796,487,0125_ekero
5211930_tyresta,2005,221046.08,0.098591549,95,0136_haninge
3580210_ostra_lunda,2001,221030.38,0.090047393,269,0191_sigtuna
6310360_barstafaltet,2005,221011.1,0.114427861,344,0181_sodertalje
5611190_holmviksskogen,2005,221003.86,0.148036254,467,0120_varmdo
1110112_brunnsgatan_s,2006,220998.62,0.393574297,432,0180_stockholm
6230000_toro_forsamling,2002,220998.49,0.116710875,511,0192_nynashamn
4311620_vastra_vaxon,2001,220997.93,0.219460227,1847,0187_vaxholm
5411210_tallbacken,2002,220990.43,0.273458445,1036,0182_nacka
5640600_djuro_skargard,2009,220980.13,0.143497758,359,0120_varmdo
6310360_barstafaltet,2007,220979.7,0.126086957,371,0181_sodertalje
2150100_bjorkhagen,2003,220973.88,0.357927786,4382,0180_stockholm
5211512_vastra_handen,2007,220953.62,0.110951009,3043,0136_haninge
5110160_alby_gard,2002,220940.85,0.125744048,1748,0127_botkyrka
6240510_jarflotta,2004,220907.64,0.105263158,164,0192_nynashamn
5140660_banslatt,2000,220899.45,0.166666667,1328,0127_botkyrka
3610610_edsbergs_centrum,2009,220892.59,0.212615167,4533,0163_sollentuna
2240622_spanga_torg,2007,220885.73,0.235632184,579,0180_stockholm
3610170_rotebro_centrum,2003,220879.29,0.216641679,1804,0163_sollentuna
5611120_lugnet_flerbostadshus,2009,220876.2,0.095588235,890,0120_varmdo
5660000_namdo_forsamling,2012,220868,0.209677419,89,0120_varmdo
6148000_gottrora_forsamling,2006,220864.97,0.100222717,554,0188_norrtalje
2120660_sodra_solberga,2006,220847.84,0.28,1442,0180_stockholm
3220103_ekero_centrum,2004,220846.6,0.190571715,1322,0125_ekero
1430160_asotorget,2009,220816.42,0.51147541,964,0180_stockholm
3810750_sodra_rissne,2003,220798.59,0.190523198,2461,0183_sundbyberg
2160720_vastra_larsboda,2003,220797.88,0.208494208,896,0180_stockholm
5233000_uto,2005,220788.45,0.103703704,177,0136_haninge
1140220_birkagarden,2005,220761.86,0.508604207,1349,0180_stockholm
1230330_smedsbacken,2002,220753.14,0.439854594,4499,0180_stockholm
5411410_nacka_centrum,2002,220748.3,0.239625167,1078,0182_nacka
6330391_vastra_geneta,2008,220724.6,0.136645963,257,0181_sodertalje
4210530_vallentuna_glesbygd_no,2003,220717.72,0.117948718,225,0115_vallentuna
1230350_kampementsbacken,2007,220695.56,0.410553411,1610,0180_stockholm
3610610_edsbergs_centrum,2007,220679.76,0.212903226,4438,0163_sollentuna
3413120_lidingo_centrum,2000,220673.73,0.316513761,343,0186_lidingo
4122310_korpkulla,2005,220672.07,0.182005141,2829,0114_upplands_vasby
3810750_sodra_rissne,2001,220660.82,0.201561737,2459,0183_sundbyberg
6154100_skebobruk,2008,220648.7,0.144736842,228,0188_norrtalje
4070150_tibbleangen,2004,220648.36,0.143484627,1981,0139_upplands_bro
1440220_vita_bergen,2003,220635.83,0.326322931,2041,0180_stockholm
3610170_rotebro_centrum,2004,220609.54,0.214339059,1831,0163_sollentuna
1430220_ostra_aso,2002,220607.08,0.289119804,4107,0180_stockholm
2140840_arsta_gard,2003,220590.71,0.272300469,3215,0180_stockholm
4050500_habo_tibble_glesbygd,2001,220589.39,0.142857143,228,0139_upplands_bro
3710320_bergshamra_torg,2001,220582.65,0.388535032,1552,0184_solna
5411710_vastra_ektorp,2011,220572.96,0.31281198,1030,0182_nacka
4122430_sodra_smedby,2006,220567.89,0.127182045,484,0114_upplands_vasby
4311820_rindo,2000,220566.67,0.185929648,234,0187_vaxholm
6240530_osmo_ostra_glesbygd,2004,220539.05,0.08411215,153,0192_nynashamn
3414210_centrala_kappala,2004,220497.42,0.184273233,1617,0186_lidingo
2210920_sodra_riksby,2001,220488.89,0.334682861,3136,0180_stockholm
2210200_beckomberga,2004,220457.14,0.237037037,1942,0180_stockholm
1210410_centrala_hjorthagen,2002,220449.35,0.395053004,1861,0180_stockholm
2211420_ostra_akeslund,2004,220447.9,0.345181135,1944,0180_stockholm
5411740_saltangen,2001,220436.99,0.330218069,1030,0182_nacka
6164500_soderby_karls_glesbygd,2008,220436.22,0.096846847,631,0188_norrtalje
3710530_sodra_huvusta,2002,220428.03,0.309677419,3202,0184_solna
5411720_ostra_ektorp,2002,220418.99,0.228033473,624,0182_nacka
3810500_or,2010,220388.02,0.178571429,1630,0183_sundbyberg
6131502_graddo,2007,220383.89,0.09375,199,0188_norrtalje
5233000_uto,2007,220359.29,0.137096774,170,0136_haninge
3335220_viksjo_centrum,2003,220350.47,0.134770889,1556,0123_jarfalla
2211220_johannesfred,2000,220343.08,0.295536791,2122,0180_stockholm
6330392_ostra_geneta,2011,220330.77,0.107142857,863,0181_sodertalje
5640520_djuro_glesbygd,2004,220317.7,0.108191654,813,0120_varmdo
2211300_akeshov,2006,220307.91,0.353535354,608,0180_stockholm
2140820_skanskvarn,2002,220281.07,0.304797742,2955,0180_stockholm
5411100_alphyddan,2001,220278.89,0.291248207,1006,0182_nacka
1230350_kampementsbacken,2006,220250,0.422131148,1439,0180_stockholm
5110430_brunna,2012,220219.69,0.118881119,602,0127_botkyrka
4111110_norra_runby,2002,220216.8,0.171060699,2316,0114_upplands_vasby
6133200_kopmanholm,2002,220215.7,0.2625,125,0188_norrtalje
2110620_nybohov,2009,220179.49,0.31441048,2001,0180_stockholm
2130240_skebokvarnsvagen,2013,220177.46,0.200090539,3210,0180_stockholm
5611120_lugnet_flerbostadshus,2010,220175.08,0.098039216,913,0120_varmdo
5513140_mellanbergsvagen,2014,220173.9,0.156844968,1400,0138_tyreso
6162510_vaddo_fastland,2006,220155.59,0.133858268,528,0188_norrtalje
3580100_skepptuna_fd_forsamling,2005,220149.61,0.075,385,0191_sigtuna
2170330_sodra_skarholmen,2005,220130.48,0.152173913,753,0180_stockholm
2161020_norra_tallkrogen,2006,220127.51,0.203076923,1325,0180_stockholm
3250100_farentuna_fd_forsamling,2001,220124.63,0.142387733,1166,0125_ekero
5211710_norrby,2003,220117.29,0.086734694,235,0136_haninge
5513110_granitvagen,2007,220113.58,0.104591837,1013,0138_tyreso
5120930_kommunalhuset,2004,220092.85,0.193925234,565,0127_botkyrka
6381500_vardinge_glesbygd,2002,220088.26,0.18574514,593,0181_sodertalje
3910240_taby_centrum,2007,220070.11,0.253211009,1389,0160_taby
3510280_satuna,2006,220038.9,0.135483871,1550,0191_sigtuna
2121020_ostbergahojden_ostbergavagen,2010,220029.35,0.211297071,3969,0180_stockholm
3710550_gamla_huvusta,2002,220026.39,0.279154079,2518,0184_solna
6151200_herrang,2008,220019.43,0.094736842,323,0188_norrtalje
3610510_klasro,2001,220012.3,0.129979036,632,0163_sollentuna
4210430_ballstaberg,2000,220001.4,0.211155378,311,0115_vallentuna
6110350_norgegardet,2008,219993.58,0.128526646,1770,0188_norrtalje
5411110_finntorp,2003,219986.87,0.311740891,2005,0182_nacka
6151200_herrang,2009,219948.03,0.097938144,343,0188_norrtalje
5432410_orminge,2010,219942.18,0.147144949,4136,0182_nacka
5120780_tumba_villastad,2000,219931.65,0.161231884,1479,0127_botkyrka
5513170_ostra_farmarstigen,2005,219930.09,0.117959617,1147,0138_tyreso
2130220_ostra_hogdalen,2011,219927.13,0.201043148,2933,0180_stockholm
5640200_stavsnas,2004,219909.45,0.127098321,549,0120_varmdo
2210130_sodra_abrahamsberg,2000,219898.85,0.339805825,872,0180_stockholm
5423202_saltsjobaden_centrum,2000,219885.3,0.307479224,1335,0182_nacka
6381100_molnbo,2003,219881.29,0.151969981,666,0181_sodertalje
3324500_vibblaby,2004,219853.78,0.237001209,2506,0123_jarfalla
5110160_alby_gard,2003,219852.6,0.125948407,1794,0127_botkyrka
2210200_beckomberga,2003,219852.29,0.229058562,1938,0180_stockholm
1140110_norrtull,2013,219847.22,0.307692308,136,0180_stockholm
5211920_galo_sandemar,2005,219838.97,0.077348066,235,0136_haninge
3110370_morbylund,2006,219821.31,0.305263158,749,0162_danderyd
5513160_vastra_farmarstigen,2000,219799.45,0.118644068,412,0138_tyreso
2160820_bagarfruvagen,2004,219771.26,0.165226782,2821,0180_stockholm
3810500_or,2007,219758.57,0.17429406,1608,0183_sundbyberg
5432410_orminge,2009,219750.25,0.138610182,4024,0182_nacka
5255140_ribby,2003,219737.33,0.122494432,1914,0136_haninge
6383000_ytterjarna_forsamling,2006,219734.99,0.261072261,555,0181_sodertalje
4060000_hatuna_forsamling,2004,219730.47,0.134796238,385,0139_upplands_bro
2150731_skarpnacksfaltet_o,2003,219714.86,0.259302781,3221,0180_stockholm
2160640_lingvagen,2011,219697.97,0.211101766,1705,0180_stockholm
6144000_skederids_forsamling,2003,219693.36,0.096103896,484,0188_norrtalje
2120620_norra_solberga,2008,219689.38,0.188534518,3380,0180_stockholm
6220530_sorunda_ostra_glesbygd,2004,219685.31,0.108895706,793,0192_nynashamn
1230330_smedsbacken,2001,219676.31,0.431174748,4632,0180_stockholm
3610180_rotsunda_gard,2000,219630.53,0.197875166,1783,0163_sollentuna
5711200_salems_centrum,2014,219619.98,0.11579818,2037,0128_salem
4250200_ekskogen,2001,219616.33,0.130434783,137,0115_vallentuna
6152500_edebo_glesbygd,2010,219606.64,0.107023411,440,0188_norrtalje
2210120_norra_abrahamsberg,2002,219604.65,0.291588785,1471,0180_stockholm
6420000_taxinge_forsamling,2002,219602.73,0.113105925,649,0140_nykvarn
5513120_pluggvagen,2013,219569.53,0.125714286,473,0138_tyreso
5110160_alby_gard,2001,219564.36,0.118518519,1751,0127_botkyrka
5640100_djurhamn,2001,219554.64,0.158558559,693,0120_varmdo
6143500_edsbro_glesbygd,2006,219548.43,0.120853081,579,0188_norrtalje
6134100_bergshamra,2006,219527.61,0.130742049,432,0188_norrtalje
6382100_jarna,2005,219511.91,0.176675978,4079,0181_sodertalje
2130100_bandhagen,2008,219507.86,0.220097146,4622,0180_stockholm
5515210_vissvass_raksta_solberga_bergholm,2001,219500.35,0.109263658,521,0138_tyreso
2160850_stora_skondal,2009,219500.18,0.238410596,669,0180_stockholm
2211300_akeshov,2005,219487.54,0.343220339,597,0180_stockholm
3220212_brunna,2000,219474.19,0.18251928,513,0125_ekero
5110490_nordvastra_norsborg,2005,219462,0.105494505,655,0127_botkyrka
3240000_adelso_forsamling,2005,219460.84,0.107317073,535,0125_ekero
1430180_rosenlund,2003,219446.43,0.276747504,1081,0180_stockholm
3810740_norra_rissne,2011,219443.86,0.219385343,2673,0183_sundbyberg
2130230_vastra_hogdalen,2001,219422.31,0.172043011,543,0180_stockholm
4270502_algeby_garns_ekskogen,2005,219407.25,0.056818182,216,0115_vallentuna
2210200_beckomberga,2001,219395.68,0.232258065,1942,0180_stockholm
6330210_karlhov,2012,219383.69,0.158113731,1084,0181_sodertalje
5140620_tullingeberg,2002,219380.62,0.173913043,1084,0127_botkyrka
3312270_ladersatra,2000,219364.68,0.144053601,1580,0123_jarfalla
5414300_stenso,2009,219343.88,0.165543071,2094,0182_nacka
5110460_tornbergsfaltet,2013,219341.27,0.135294118,694,0127_botkyrka
5611170_osbydalen,2000,219313.44,0.131406045,869,0120_varmdo
2140630_skarmarbrink,2006,219299.56,0.285371703,2731,0180_stockholm
4122530_carlslund,2009,219290.32,0.130913091,1237,0114_upplands_vasby
4122420_norra_smedby,2011,219284.87,0.128674699,2848,0114_upplands_vasby
1440210_tullgarden,2004,219267.46,0.291517324,1044,0180_stockholm
6135000_riala_forsamling,2006,219232.91,0.07712766,957,0188_norrtalje
2230620_sodra_vallingby,2011,219228.64,0.198527057,4748,0180_stockholm
2130420_backaskiftsvagen,2006,219211.58,0.278855975,1360,0180_stockholm
5255930_arsta_havsbad_v_berga,2000,219211.14,0.083333333,133,0136_haninge
3551110_norra_valsta,2013,219210.4,0.149739583,2113,0191_sigtuna
6310330_mariekalla,2002,219200.26,0.221059516,2388,0181_sodertalje
6152500_edebo_glesbygd,2008,219194.08,0.098726115,454,0188_norrtalje
3710540_vastra_skogen,2009,219130.92,0.445945946,1874,0184_solna
3910220_grindtorp,2004,219099.8,0.246473645,2285,0160_taby
5411130_ekudden,2003,219082.94,0.248394004,672,0182_nacka
3720770_norra_vasalund,2001,219072.34,0.206349206,389,0184_solna
5120750_segersjo,2007,219071.45,0.12041116,1020,0127_botkyrka
5240000_orno_forsamling,2007,219059.42,0.142857143,213,0136_haninge
6123220_sodra_estuna,2002,219027.98,0.073529412,165,0188_norrtalje
4220000_markims_forsamling,2004,219027.01,0.201183432,222,0115_vallentuna
5140690_tullinge_glesbygd_riksten,2008,218980.63,0.389423077,288,0127_botkyrka
1430240_bjurholmsplan,2000,218961.94,0.312134317,4839,0180_stockholm
3413150_torsviks_torg,2000,218943.5,0.327365729,740,0186_lidingo
5640520_djuro_glesbygd,2003,218938.97,0.100638978,790,0120_varmdo
4280000_angarns_forsamling,2001,218936.23,0.12195122,258,0115_vallentuna
6144000_skederids_forsamling,2005,218925.75,0.112412178,533,0188_norrtalje
3710340_ostra_bergshamra,2003,218924.82,0.415966387,437,0184_solna
3720750_charlottenburg,2000,218899.55,0.267857143,2012,0184_solna
5110480_nordostra_norsborg,2012,218886.14,0.122137405,380,0127_botkyrka
5120940_tuna,2014,218881.01,0.143131604,1488,0127_botkyrka
4440200_roslags_kulla_fd_forsaml,2005,218859.8,0.107594937,416,0117_osteraker
4260500_vada_glesbygd,2003,218849.38,0.129310345,150,0115_vallentuna
4122240_vasbyskogen,2012,218825.4,0.133680556,1763,0114_upplands_vasby
6240550_osmo_norra_glesbygd,2003,218796.31,0.070175439,554,0192_nynashamn
6133600_yxlan,2004,218788.4,0.131386861,208,0188_norrtalje
6141500_rimbo_glesbygd,2004,218780.74,0.166947723,794,0188_norrtalje
5120950_nackdala,2000,218780.43,0.2,495,0127_botkyrka
4111120_sodra_runby,2000,218779.22,0.150862069,264,0114_upplands_vasby
6134510_lanna_fastland,2003,218770.35,0.114592659,1530,0188_norrtalje
5630130_hemmestahojden,2014,218767.39,0.073654391,583,0120_varmdo
6146000_ro_forsamling,2004,218748.44,0.142857143,401,0188_norrtalje
2160260_norra_farsta,2009,218748.29,0.193548387,1156,0180_stockholm
2110120_sankt_sigfrid,2002,218723.13,0.327128576,3624,0180_stockholm
6132501_frotuna_o_glesbygd,2004,218708.08,0.116788321,1104,0188_norrtalje
5255920_vasterhaninge_glesbygd_s,2000,218702.31,0.102137767,506,0136_haninge
4122240_vasbyskogen,2008,218691.78,0.14075437,1619,0114_upplands_vasby
5411710_vastra_ektorp,2010,218691.47,0.302564103,1000,0182_nacka
6320612_sjukhuset,2002,218687.31,0.200873362,332,0181_sodertalje
2170330_sodra_skarholmen,2001,218677.08,0.158663883,748,0180_stockholm
2150100_bjorkhagen,2002,218597.21,0.348745046,4246,0180_stockholm
3413410_baggeby,2004,218578.21,0.25,1582,0186_lidingo
6310130_kvarnberga,2005,218548.82,0.186655405,1951,0181_sodertalje
6110330_vastra_rodenstaden,2011,218544.12,0.123322148,2112,0188_norrtalje
5650000_moja_forsamling,2013,218542.11,0.104,256,0120_varmdo
5411410_nacka_centrum,2001,218538.9,0.228419655,1084,0182_nacka
6330391_vastra_geneta,2000,218532.73,0.077922078,223,0181_sodertalje
6143100_edsbro,2008,218530.16,0.078512397,368,0188_norrtalje
4210530_vallentuna_glesbygd_no,2004,218521.51,0.12244898,227,0115_vallentuna
3710520_jungfrudansen,2002,218520.55,0.259228876,1862,0184_solna
5255140_ribby,2002,218474.95,0.125269978,1907,0136_haninge
4010130_gamla_bro_tatort,2002,218471.73,0.119047619,1025,0139_upplands_bro
2230440_racksta_sjukhus,2014,218448.96,0.222222222,1069,0180_stockholm
5211511_haninge_centrum,2010,218446.67,0.136270492,1862,0136_haninge
3324500_vibblaby,2003,218442.96,0.236969697,2475,0123_jarfalla
6154500_ununge_glesbygd,2006,218423.4,0.104166667,279,0188_norrtalje
2110820_gulddragaren,2007,218412.33,0.168367347,461,0180_stockholm
6110310_norrtalje_centrum,2004,218393.09,0.17539267,626,0188_norrtalje
3810740_norra_rissne,2002,218375.35,0.228388998,2406,0183_sundbyberg
2160220_sodra_farsta,2012,218353,0.18794835,3210,0180_stockholm
5513020_simvagen,2012,218324.09,0.158102767,437,0138_tyreso
6163500_bjorko,2009,218279.87,0.186046512,219,0188_norrtalje
5110430_brunna,2011,218268.2,0.108490566,583,0127_botkyrka
3810240_starrbacksgatan,2000,218241.85,0.23560486,2477,0183_sundbyberg
6310340_saltskog,2006,218240.88,0.144134078,2477,0181_sodertalje
2160240_ostra_farsta,2011,218214.76,0.202451709,4153,0180_stockholm
2110370_ornsberg_syd_vast,2005,218208.45,0.334862385,251,0180_stockholm
6151200_herrang,2010,218206.14,0.098958333,330,0188_norrtalje
3110350_morby_centrum,2003,218196.59,0.378378378,551,0162_danderyd
5211950_arsta_havsbad_o,2000,218179.57,0.148760331,145,0136_haninge
2130501_orby_n,2000,218161.57,0.212284483,1304,0180_stockholm
4070120_norra_kungsangen,2001,218160.64,0.190239044,1333,0139_upplands_bro
6220520_sorunda_vastra_glesbygd,2003,218157.93,0.095920617,1175,0192_nynashamn
5640200_stavsnas,2003,218157.72,0.119331742,539,0120_varmdo
5110480_nordostra_norsborg,2011,218147.84,0.092307692,371,0127_botkyrka
5110460_tornbergsfaltet,2014,218117.23,0.153988868,774,0127_botkyrka
4050200_mariedal_nashagen,2005,218104.55,0.057142857,259,0139_upplands_bro
1440311_danviken_n,2005,218095.7,0.316993464,444,0180_stockholm
3551110_norra_valsta,2012,218093.51,0.154847105,2077,0191_sigtuna
6351200_enhorna_glesbygd,2000,218073.81,0.094008264,1178,0181_sodertalje
2140350_dalen,2009,218069.63,0.246849196,3117,0180_stockholm
6125000_roslags_bro,2006,218040,0.118309859,954,0188_norrtalje
3312220_vastra_kallhall,2006,218027.65,0.18440954,2837,0123_jarfalla
6151100_ostra_hallstavik,2007,218022.84,0.066074951,3157,0188_norrtalje
6123210_farsna,2003,218004.09,0.077922078,93,0188_norrtalje
4450130_akersberga,2011,217993.24,0.132806324,4317,0117_osteraker
1410150_bergsgruvan,2003,217983.57,0.341645885,1018,0180_stockholm
4450160_vastra_sora,2000,217979.7,0.141129032,626,0117_osteraker
3347400_barkrby,2003,217956.5,0.189781022,1477,0123_jarfalla
1230360_oregrundsgatan,2001,217954.14,0.463900415,1738,0180_stockholm
5110480_nordostra_norsborg,2009,217937.22,0.087649402,368,0127_botkyrka
5711200_salems_centrum,2013,217924.58,0.119502075,2024,0128_salem
3911760_midgard,2004,217910.51,0.19047619,576,0160_taby
5260000_musko_forsamling,2004,217898.24,0.103752759,605,0136_haninge
3910370_norra_hagernas,2003,217897.41,0.204081633,1557,0160_taby
3324420_hammaren,2009,217889.26,0.197910264,2506,0123_jarfalla
5120820_blockvagen,2000,217878.77,0.160377358,145,0127_botkyrka
5513010_tyreso_centrum,2006,217875.98,0.132258065,688,0138_tyreso
5513310_norra_bollmora,2006,217874.15,0.139772727,1447,0138_tyreso
5340500_glomsta,2002,217871.4,0.110378913,716,0126_huddinge
6240540_osmo_vastra_glesbygd,2003,217853.89,0.073359073,331,0192_nynashamn
6240530_osmo_ostra_glesbygd,2001,217846.13,0.121495327,145,0192_nynashamn
6330250_lina_hage,2006,217840.99,0.131949592,1820,0181_sodertalje
3720630_rudviken_vastra_hagalund,2004,217804.62,0.244075829,1108,0184_solna
5255210_norra_tungelsta,2001,217771.84,0.103488372,2173,0136_haninge
3510140_ekillatorp,2006,217761.02,0.096153846,211,0191_sigtuna
5311110_glado_kvarn,2001,217759.73,0.068728522,352,0126_huddinge
6320541_sodra_brunnsang,2012,217753.25,0.147167488,2673,0181_sodertalje
4250500_karsta_glesbygd,2003,217734.07,0.097297297,449,0115_vallentuna
3810740_norra_rissne,2001,217725.85,0.225207621,2428,0183_sundbyberg
6310340_saltskog,2010,217716.15,0.155201819,2531,0181_sodertalje
6151500_havero_glesbygd,2004,217694.6,0.089810017,835,0188_norrtalje
1420210_hornstull,2003,217690.76,0.308468627,3415,0180_stockholm
3110350_morby_centrum,2002,217674.87,0.337620579,578,0162_danderyd
4450230_hacksta,2000,217665.48,0.189821183,927,0117_osteraker
5310850_vardkasen,2000,217654.23,0.12,423,0126_huddinge
6310422_stationsomradet_sodra,2004,217641.94,0.22410148,668,0181_sodertalje
1440210_tullgarden,2003,217639.24,0.297136038,1053,0180_stockholm
3510210_ostra_norrbacka,2014,217631.05,0.171875,1097,0191_sigtuna
2110330_axelsberg_syd_ost,2003,217620.24,0.208219178,498,0180_stockholm
2110230_ekensberg,2001,217611.23,0.229268293,807,0180_stockholm
2130620_hagsatra_torg,2014,217606.04,0.189278455,5291,0180_stockholm
2211420_ostra_akeslund,2003,217605.66,0.339055794,1892,0180_stockholm
1140220_birkagarden,2004,217599.69,0.504201681,1371,0180_stockholm
3911760_midgard,2003,217588.41,0.15920398,564,0160_taby
2110530_sodra_hagerstensasen,2004,217560.39,0.277425809,3903,0180_stockholm
6110410_grossgardet,2011,217556.95,0.204453441,1826,0188_norrtalje
3810750_sodra_rissne,2004,217555.24,0.195436508,2479,0183_sundbyberg
4060000_hatuna_forsamling,2003,217539.81,0.123493976,402,0139_upplands_bro
6110360_roslagsstaden,2005,217526.07,0.148501362,1329,0188_norrtalje
6126600_vato,2005,217513.73,0.115566038,625,0188_norrtalje
5411020_finnberget,2003,217482.31,0.187022901,366,0182_nacka
6382100_jarna,2004,217474.2,0.166666667,4073,0181_sodertalje
3312240_norra_kallhall,2001,217471.95,0.169107856,1031,0123_jarfalla
4280000_angarns_forsamling,2000,217463.19,0.115577889,245,0115_vallentuna
6383000_ytterjarna_forsamling,2005,217455.67,0.257847534,557,0181_sodertalje
2110230_ekensberg,2002,217450.34,0.223300971,823,0180_stockholm
3510150_sodra_ekilla,2005,217446.29,0.085054678,1044,0191_sigtuna
2130240_skebokvarnsvagen,2012,217427.01,0.201496026,3153,0180_stockholm
6133600_yxlan,2005,217395.11,0.152173913,209,0188_norrtalje
3910220_grindtorp,2003,217381.41,0.243478261,2307,0160_taby
1110112_brunnsgatan_s,2004,217356.49,0.340611354,443,0180_stockholm
2160720_vastra_larsboda,2002,217354.77,0.211045365,893,0180_stockholm
1230210_djurgardsstaden,2000,217335.73,0.336683417,325,0180_stockholm
3710570_huvudstafaltet,2004,217335.48,0.246388443,1718,0184_solna
5255910_vasterhaninge_glesbygd_n,2003,217325.56,0.083507307,549,0136_haninge
4440110_ljustero,2005,217296.74,0.154929577,1225,0117_osteraker
6330210_karlhov,2011,217265.74,0.164028777,1051,0181_sodertalje
3580100_skepptuna_fd_forsamling,2004,217261.35,0.065743945,398,0191_sigtuna
6240100_osmo,2004,217237.3,0.095454545,2567,0192_nynashamn
6410500_turinge_glesbygd,2000,217234.45,0.106796117,859,0140_nykvarn
3610940_helenelunds_centrum,2011,217221.96,0.245424293,1623,0163_sollentuna
5513140_mellanbergsvagen,2013,217211.04,0.140581068,1367,0138_tyreso
4210340_aby_bostadsomrade,2010,217196.15,0.174442191,708,0115_vallentuna
3522040_brannbo,2010,217189.05,0.139410188,635,0191_sigtuna
5513210_ostra_bollmora,2005,217178.61,0.121684867,944,0138_tyreso
5211940_osterhaninge_kyrka,2000,217176.59,0.099601594,303,0136_haninge
2210120_norra_abrahamsberg,2001,217160.15,0.278564684,1480,0180_stockholm
3522040_brannbo,2011,217152.59,0.138424821,681,0191_sigtuna
2160850_stora_skondal,2010,217147.37,0.317365269,687,0180_stockholm
4122530_carlslund,2010,217140.21,0.152217742,1364,0114_upplands_vasby
5513170_ostra_farmarstigen,2004,217120.93,0.118336887,1147,0138_tyreso
3510110_gamla_marsta,2006,217073.73,0.14953271,1965,0191_sigtuna
6164100_soderby_karl,2010,217057.75,0.145454545,174,0188_norrtalje
3810300_storskogen,2006,217050.17,0.199264706,2021,0183_sundbyberg
3110350_morby_centrum,2004,217048.66,0.387543253,535,0162_danderyd
2120300_liseberg,2000,217045.18,0.301204819,1023,0180_stockholm
3250400_ska_fd_forsamling,2001,217044.55,0.162828947,785,0125_ekero
4010500_kockbacka_bro_glesbygd_ostra_bro_sodra_bro,2001,217030.64,0.146938776,304,0139_upplands_bro
